record_id,record_date,year,month,developer_id,developer_name,developer_tier,project_name,emirate,locality,property_type,property_category,bedrooms,units_launched,launch_price_ppsf_aed,units_sold_pct,absorption_rate_units_pm,discount_offered_pct,payment_plan_offered,completion_status,possession_timeline_months,marketing_spend_estimate_aed,digital_ad_impressions,social_media_mentions,cityscape_presence,price_change_pct_mom,competitor_strength_score
COMP002273,2024-07-01,2024,7,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Dubai Marina Gardens,Dubai,Dubai Marina,Townhouse,Luxury,2BR,247,6261.0,100.0,82.3,5.27,Cash,Off-Plan,16,617945,1007559,1203,False,0.67,83.3
COMP002274,2024-07-01,2024,7,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Business Bay Heights,Dubai,Business Bay,Apartment,Affordable,4BR,410,937.48,42.9,44.0,4.76,Construction-Linked,Off-Plan,15,226131,64664,59,False,0.63,50.3
COMP002275,2024-07-01,2024,7,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Salama Tower,Umm Al Quwain,Al Salama,Villa,Premium,1BR,132,3719.27,50.0,11.0,4.05,Cash,Off-Plan,16,359366,436767,1123,False,-0.12,63.6
COMP002276,2024-07-01,2024,7,DEV0014,Select Group,Tier 2,Select Group Al Khan Residences,Sharjah,Al Khan,Villa,Affordable,1BR,287,841.57,81.9,58.8,5.12,Cash,Off-Plan,12,211071,184576,1106,False,-0.59,57.7
COMP002277,2024-07-01,2024,7,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Shamkha Residences,Abu Dhabi,Al Shamkha,Villa,Mid-Market,Studio,185,1514.42,90.0,41.6,2.98,Cash,Off-Plan,32,201783,173659,1007,False,0.25,88.1
COMP002278,2024-07-01,2024,7,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties JVC Gardens,Dubai,JVC,Studio,Mid-Market,3BR,51,1297.12,47.0,4.0,4.46,Mortgage,Off-Plan,20,113687,15771,159,False,0.04,45.4
COMP002279,2024-07-01,2024,7,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments JBR Park,Dubai,JBR,Apartment,Premium,2BR,178,2396.24,80.0,23.7,1.98,Mortgage,Off-Plan,9,1173555,56757,391,False,-0.35,68.7
COMP002280,2024-07-01,2024,7,DEV0016,Samana Developers,Tier 3,Samana Developers Yas Island Residences,Abu Dhabi,Yas Island,Villa,Premium,1BR,134,3769.04,66.0,44.2,4.75,Mortgage,Off-Plan,6,298855,282481,721,False,2.13,77.7
COMP002281,2024-07-01,2024,7,DEV0006,Sobha Realty,Tier 1,Sobha Realty Business Bay Heights,Dubai,Business Bay,Apartment,Mid-Market,3BR,236,1877.06,13.6,16.0,0.72,Cash,Ready,24,750843,732490,1022,False,-0.33,66.6
COMP002282,2024-07-01,2024,7,DEV0010,Ellington Properties,Tier 2,Ellington Properties Dubai Marina Gardens,Dubai,Dubai Marina,Apartment,Mid-Market,2BR,21,1676.92,29.1,2.0,0.25,Post-Handover Payment Plan (PHPP),Ready,35,4312632,516266,1279,False,-0.34,84.0
COMP002283,2024-07-01,2024,7,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Reef Gardens,Abu Dhabi,Al Reef,Apartment,Mid-Market,Studio,169,1133.72,14.6,24.7,1.29,Cash,Off-Plan,11,345904,255488,36,False,-2.41,59.5
COMP002284,2024-07-01,2024,7,DEV0001,Emaar Properties,Tier 1,Emaar Properties Dubai South Park,Dubai,Dubai South,Apartment,Luxury,2BR,166,7181.13,77.8,64.6,1.23,Cash,Off-Plan,31,697124,654836,98,False,-0.13,48.7
COMP002285,2024-07-01,2024,7,DEV0010,Ellington Properties,Tier 2,Ellington Properties Muwaileh Heights,Sharjah,Muwaileh,Apartment,Premium,Studio,94,2396.94,3.8,1.2,6.01,Post-Handover Payment Plan (PHPP),Off-Plan,17,2243653,554816,416,False,2.31,79.1
COMP002286,2024-07-01,2024,7,DEV0019,Dubai Properties,Tier 1,Dubai Properties Yas Island Gardens,Abu Dhabi,Yas Island,Studio,Mid-Market,3BR,36,1354.0,10.8,1.3,1.69,Mortgage,Off-Plan,20,725622,1018061,4,False,2.76,74.4
COMP002287,2024-07-01,2024,7,DEV0020,Meydan Group,Tier 1,Meydan Group DAMAC Hills Residences,Dubai,DAMAC Hills,Apartment,Mid-Market,3BR,178,1868.78,39.1,13.9,3.35,Cash,Off-Plan,33,684104,596481,1065,False,4.55,78.4
COMP002288,2024-07-01,2024,7,DEV0004,Nakheel,Tier 1,Nakheel Al Reef Residences,Abu Dhabi,Al Reef,Villa,Affordable,2BR,54,746.73,61.2,5.5,3.8,Mortgage,Off-Plan,26,526059,369916,54,False,2.01,88.4
COMP002289,2024-07-01,2024,7,DEV0011,RAK Properties,Tier 2,RAK Properties Al Raha Beach Residences,Abu Dhabi,Al Raha Beach,Apartment,Affordable,5BR+,21,867.7,18.8,3.9,4.41,Post-Handover Payment Plan (PHPP),Off-Plan,17,134509,675084,540,False,2.05,88.4
COMP002290,2024-07-01,2024,7,DEV0010,Ellington Properties,Tier 2,Ellington Properties Saadiyat Island Gardens,Abu Dhabi,Saadiyat Island,Apartment,Mid-Market,3BR,33,1814.58,72.4,11.9,3.44,Post-Handover Payment Plan (PHPP),Off-Plan,9,182600,147415,132,False,2.02,93.5
COMP002291,2024-07-01,2024,7,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Ghadeer Park,Abu Dhabi,Al Ghadeer,Apartment,Affordable,4BR,402,1011.77,58.9,33.8,0.71,Mortgage,Ready,32,207952,38033,58,False,1.57,88.5
COMP002292,2024-07-01,2024,7,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Raha Beach Park,Abu Dhabi,Al Raha Beach,Villa,Luxury,2BR,42,5042.22,19.7,8.3,3.13,Cash,Off-Plan,30,172617,747825,255,False,2.6,77.0
COMP002293,2024-07-01,2024,7,DEV0017,Object 1,Tier 3,Object 1 Palm Jumeirah Tower,Dubai,Palm Jumeirah,Studio,Mid-Market,1BR,95,1544.53,74.3,17.6,3.74,Post-Handover Payment Plan (PHPP),Off-Plan,8,128309,216271,252,False,-0.73,79.5
COMP002294,2024-07-01,2024,7,DEV0016,Samana Developers,Tier 3,Samana Developers Dubai South Residences,Dubai,Dubai South,Villa,Mid-Market,1BR,158,1662.08,72.2,57.0,6.89,Cash,Ready,16,321287,48522,278,False,-2.39,67.3
COMP002295,2024-07-01,2024,7,DEV0005,Meraas,Tier 1,Meraas MBR City Residences,Dubai,MBR City,Plot,Affordable,2BR,54,1028.7,17.3,1.6,6.62,Cash,Ready,33,357965,771981,767,False,2.62,85.1
COMP002296,2024-07-01,2024,7,DEV0017,Object 1,Tier 3,Object 1 Yas Acres Tower,Abu Dhabi,Yas Acres,Villa,Luxury,2BR,127,6010.94,13.3,16.9,5.41,Cash,Off-Plan,20,76976,298064,1071,False,-0.49,86.2
COMP002297,2024-07-01,2024,7,DEV0015,Reportage Properties,Tier 3,Reportage Properties Hayat Island Residences,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,1BR,67,1208.7,26.4,17.7,2.29,Post-Handover Payment Plan (PHPP),Off-Plan,26,1037254,118456,224,False,-1.86,91.3
COMP002298,2024-07-01,2024,7,DEV0009,Binghatti,Tier 2,Binghatti Arabian Ranches Park,Dubai,Arabian Ranches,Apartment,Premium,2BR,57,3740.42,85.6,5.4,1.54,Cash,Off-Plan,18,2195294,140439,513,False,-1.0,44.4
COMP002299,2024-07-01,2024,7,DEV0007,Azizi Developments,Tier 2,Azizi Developments Dubai Marina Tower,Dubai,Dubai Marina,Plot,Mid-Market,2BR,152,1550.82,68.8,34.9,2.1,Post-Handover Payment Plan (PHPP),Ready,0,217853,534196,375,False,1.34,56.8
COMP002300,2024-07-01,2024,7,DEV0004,Nakheel,Tier 1,Nakheel Al Barsha Heights,Dubai,Al Barsha,Commercial,Luxury,Studio,160,7666.59,25.0,40.0,2.92,Deferred Payment,Off-Plan,14,271959,41377,215,False,0.55,41.2
COMP002301,2024-07-01,2024,7,DEV0011,RAK Properties,Tier 2,RAK Properties Discovery Gardens Park,Dubai,Discovery Gardens,Villa,Mid-Market,3BR,34,1774.51,71.5,12.2,2.56,Cash,Off-Plan,13,146860,154882,956,False,-0.4,66.5
COMP002302,2024-08-01,2024,8,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Shamkha Tower,Abu Dhabi,Al Shamkha,Apartment,Luxury,3BR,69,6630.98,7.8,0.7,2.97,Cash,Off-Plan,28,179651,131420,8,False,1.17,42.4
COMP002303,2024-08-01,2024,8,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Hamra Village Gardens,Ras Al Khaimah,Al Hamra Village,Townhouse,Ultra-Luxury,4BR,744,21539.74,55.3,137.1,0.47,Cash,Off-Plan,18,382723,997898,195,False,0.34,52.6
COMP002304,2024-08-01,2024,8,DEV0009,Binghatti,Tier 2,Binghatti DAMAC Hills Gardens,Dubai,DAMAC Hills,Villa,Premium,2BR,47,3773.21,32.5,3.8,6.73,Mortgage,Off-Plan,5,193242,645585,2871,False,-1.0,69.4
COMP002305,2024-08-01,2024,8,DEV0006,Sobha Realty,Tier 1,Sobha Realty JVC Gardens,Dubai,JVC,Villa,Affordable,5BR+,98,959.2,43.4,21.3,4.92,Mortgage,Ready,21,472458,204220,2092,False,0.13,67.1
COMP002306,2024-08-01,2024,8,DEV0001,Emaar Properties,Tier 1,Emaar Properties Dubai South Gardens,Dubai,Dubai South,Plot,Affordable,1BR,42,946.41,36.7,15.4,0.12,Mortgage,Off-Plan,19,274928,103787,1907,False,2.54,73.7
COMP002307,2024-08-01,2024,8,DEV0011,RAK Properties,Tier 2,RAK Properties Al Majaz Tower,Sharjah,Al Majaz,Studio,Mid-Market,3BR,260,1526.91,38.6,33.5,0.82,Cash,Ready,33,90557,1196184,93,False,1.62,80.1
COMP002308,2024-08-01,2024,8,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Yarmook Residences,Sharjah,Al Yarmook,Apartment,Mid-Market,1BR,203,1758.05,72.4,147.0,3.17,Cash,Ready,33,771265,575044,1547,False,-0.38,73.0
COMP002309,2024-08-01,2024,8,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Khan Heights,Sharjah,Al Khan,Penthouse,Mid-Market,3BR,120,1713.93,63.1,75.7,0.13,Construction-Linked,Off-Plan,33,1493714,116526,85,False,3.68,87.9
COMP002310,2024-08-01,2024,8,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Dhait Residences,Ras Al Khaimah,Al Dhait,Commercial,Mid-Market,1BR,199,1705.17,83.4,166.0,2.23,Cash,Ready,35,328850,33826,1112,False,0.61,56.7
COMP002311,2024-08-01,2024,8,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Majaz Park,Sharjah,Al Majaz,Commercial,Premium,3BR,38,2989.69,88.9,8.4,6.13,Cash,Ready,25,647152,346851,530,False,-1.3,61.3
COMP002312,2024-08-01,2024,8,DEV0020,Meydan Group,Tier 1,Meydan Group MBR City Park,Dubai,MBR City,Plot,Ultra-Luxury,1BR,49,23258.61,64.5,31.6,0.97,Deferred Payment,Off-Plan,29,1062088,1354742,1943,False,2.65,45.5
COMP002313,2024-08-01,2024,8,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Nahda Heights,Sharjah,Al Nahda,Apartment,Luxury,Studio,155,4568.24,100.0,22.1,3.56,Mortgage,Ready,4,142473,860362,2109,False,1.27,55.4
COMP002314,2024-08-01,2024,8,DEV0014,Select Group,Tier 2,Select Group Al Ghadeer Residences,Abu Dhabi,Al Ghadeer,Villa,Mid-Market,Studio,100,1252.07,36.9,9.2,5.2,Post-Handover Payment Plan (PHPP),Ready,30,128872,311540,519,False,0.26,69.6
COMP002315,2024-08-01,2024,8,DEV0017,Object 1,Tier 3,Object 1 JVC Heights,Dubai,JVC,Townhouse,Premium,1BR,29,3787.39,64.4,18.7,6.58,Mortgage,Ready,27,155933,141094,157,False,0.4,90.5
COMP002316,2024-08-01,2024,8,DEV0011,RAK Properties,Tier 2,RAK Properties Dubai South Park,Dubai,Dubai South,Apartment,Luxury,1BR,66,4224.9,60.7,40.1,4.8,Post-Handover Payment Plan (PHPP),Off-Plan,26,598878,1220716,358,False,-0.32,78.1
COMP002317,2024-08-01,2024,8,DEV0003,Aldar Properties,Tier 1,Aldar Properties Downtown Dubai Residences,Dubai,Downtown Dubai,Commercial,Mid-Market,2BR,235,1161.53,61.3,72.0,0.88,Mortgage,Off-Plan,6,226811,209991,2201,False,1.89,46.1
COMP002318,2024-08-01,2024,8,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Corniche Gardens,Abu Dhabi,Corniche,Villa,Luxury,3BR,59,6131.21,23.0,2.3,1.31,Mortgage,Ready,32,841163,174563,1425,False,1.28,70.4
COMP002319,2024-08-01,2024,8,DEV0004,Nakheel,Tier 1,Nakheel Dubai Creek Harbour Park,Dubai,Dubai Creek Harbour,Townhouse,Mid-Market,1BR,28,1306.22,59.1,16.5,2.39,Mortgage,Off-Plan,9,693630,28662,581,False,1.26,45.0
COMP002320,2024-08-01,2024,8,DEV0006,Sobha Realty,Tier 1,Sobha Realty JVC Gardens,Dubai,JVC,Villa,Luxury,2BR,281,8969.98,45.1,42.2,6.77,Mortgage,Ready,10,451481,989844,1119,False,2.89,40.4
COMP002321,2024-08-01,2024,8,DEV0005,Meraas,Tier 1,Meraas JBR Tower,Dubai,JBR,Apartment,Ultra-Luxury,Studio,70,9544.27,48.8,17.1,0.35,Mortgage,Off-Plan,24,461428,1016551,1046,False,0.4,89.2
COMP002322,2024-08-01,2024,8,DEV0016,Samana Developers,Tier 3,Samana Developers Dubai South Gardens,Dubai,Dubai South,Apartment,Affordable,2BR,130,834.36,45.0,58.5,5.99,Mortgage,Ready,31,622617,158962,14,False,0.34,78.9
COMP002323,2024-08-01,2024,8,DEV0011,RAK Properties,Tier 2,RAK Properties Al Qasimia Tower,Sharjah,Al Qasimia,Apartment,Luxury,2BR,81,4426.35,29.5,8.0,2.72,Mortgage,Ready,5,212821,514957,652,False,2.03,47.1
COMP002324,2024-08-01,2024,8,DEV0008,Danube Properties,Tier 2,Danube Properties Yas Acres Tower,Abu Dhabi,Yas Acres,Apartment,Mid-Market,2BR,80,1389.09,95.0,38.0,2.09,Mortgage,Off-Plan,32,95834,306279,380,False,-0.33,93.4
COMP002325,2024-08-01,2024,8,DEV0001,Emaar Properties,Tier 1,Emaar Properties Al Khan Gardens,Sharjah,Al Khan,Villa,Luxury,1BR,89,6370.69,55.4,49.3,4.07,Post-Handover Payment Plan (PHPP),Ready,12,1097522,215285,1984,False,0.82,51.0
COMP002326,2024-08-01,2024,8,DEV0009,Binghatti,Tier 2,Binghatti Yas Island Heights,Abu Dhabi,Yas Island,Apartment,Mid-Market,3BR,48,1923.52,86.4,41.5,6.95,Mortgage,Off-Plan,27,398871,168284,737,False,1.0,42.3
COMP002327,2024-08-01,2024,8,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Ghadeer Tower,Abu Dhabi,Al Ghadeer,Villa,Luxury,1BR,385,5329.92,92.9,71.5,4.52,Post-Handover Payment Plan (PHPP),Off-Plan,14,880453,632111,310,False,0.04,65.8
COMP002328,2024-08-01,2024,8,DEV0008,Danube Properties,Tier 2,Danube Properties Al Qasimia Gardens,Sharjah,Al Qasimia,Penthouse,Mid-Market,1BR,235,1217.6,74.3,15.9,5.79,Cash,Off-Plan,0,539736,35626,77,False,-0.69,54.5
COMP002329,2024-08-01,2024,8,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Hamra Village Gardens,Ras Al Khaimah,Al Hamra Village,Townhouse,Mid-Market,1BR,915,1144.42,94.5,144.1,2.32,Mortgage,Off-Plan,13,1755412,167555,543,False,0.04,73.0
COMP002330,2024-08-01,2024,8,DEV0009,Binghatti,Tier 2,Binghatti Al Furjan Park,Dubai,Al Furjan,Penthouse,Affordable,5BR+,27,942.79,46.0,6.2,2.79,Mortgage,Off-Plan,24,499938,1674966,1062,False,-1.92,58.9
COMP002331,2024-08-01,2024,8,DEV0011,RAK Properties,Tier 2,RAK Properties Al Salama Tower,Umm Al Quwain,Al Salama,Apartment,Affordable,1BR,94,598.63,43.3,20.4,4.94,Post-Handover Payment Plan (PHPP),Off-Plan,5,843210,105243,498,False,2.44,84.5
COMP002332,2024-08-01,2024,8,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Reef Park,Abu Dhabi,Al Reef,Plot,Mid-Market,2BR,277,1370.22,42.3,58.6,6.36,Cash,Off-Plan,15,685519,1425078,969,False,0.21,64.4
COMP002333,2024-08-01,2024,8,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Raha Beach Tower,Abu Dhabi,Al Raha Beach,Apartment,Premium,2BR,265,2289.59,54.9,72.7,3.35,Cash,Ready,18,547934,15731,583,False,0.51,88.7
COMP002334,2024-09-01,2024,9,DEV0019,Dubai Properties,Tier 1,Dubai Properties Dubai Marina Tower,Dubai,Dubai Marina,Penthouse,Mid-Market,2BR,308,1445.72,70.4,108.4,2.12,Cash,Off-Plan,29,2059237,816698,223,False,-2.14,68.2
COMP002335,2024-09-01,2024,9,DEV0001,Emaar Properties,Tier 1,Emaar Properties Masdar City Park,Abu Dhabi,Masdar City,Commercial,Affordable,2BR,58,925.35,48.8,9.4,0.14,Cash,Ready,29,250899,1605414,849,False,2.15,70.5
COMP002336,2024-09-01,2024,9,DEV0009,Binghatti,Tier 2,Binghatti Arabian Ranches Tower,Dubai,Arabian Ranches,Plot,Premium,2BR,104,2788.8,33.6,34.9,3.33,Cash,Off-Plan,30,604305,606219,687,False,0.98,94.9
COMP002337,2024-09-01,2024,9,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Barsha Tower,Dubai,Al Barsha,Townhouse,Mid-Market,2BR,79,1246.17,51.7,40.8,3.74,Deferred Payment,Off-Plan,26,81782,677477,649,False,1.21,48.7
COMP002338,2024-09-01,2024,9,DEV0008,Danube Properties,Tier 2,Danube Properties Motor City Park,Dubai,Motor City,Apartment,Luxury,2BR,100,5981.41,50.6,50.6,4.44,Post-Handover Payment Plan (PHPP),Off-Plan,31,299313,303248,221,False,0.22,56.0
COMP002339,2024-09-01,2024,9,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Raha Beach Tower,Abu Dhabi,Al Raha Beach,Apartment,Premium,Studio,259,2506.28,53.8,27.9,2.39,Mortgage,Off-Plan,20,175791,596821,241,False,1.85,80.3
COMP002340,2024-09-01,2024,9,DEV0004,Nakheel,Tier 1,Nakheel Al Khan Tower,Sharjah,Al Khan,Plot,Mid-Market,2BR,77,1493.21,18.2,1.2,2.08,Mortgage,Ready,6,381108,1739,380,False,0.75,48.3
COMP002341,2024-09-01,2024,9,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Nuaimiya Residences,Ajman,Al Nuaimiya,Apartment,Mid-Market,2BR,43,1270.9,100.0,5.4,0.45,Cash,Off-Plan,13,547567,592585,620,False,-2.45,82.3
COMP002342,2024-09-01,2024,9,DEV0010,Ellington Properties,Tier 2,Ellington Properties JVC Heights,Dubai,JVC,Townhouse,Mid-Market,1BR,81,1124.1,54.6,22.1,6.65,Cash,Ready,21,267357,155368,58,False,2.25,57.3
COMP002343,2024-09-01,2024,9,DEV0006,Sobha Realty,Tier 1,Sobha Realty Dubai Marina Tower,Dubai,Dubai Marina,Townhouse,Luxury,2BR,93,7236.29,25.3,4.7,5.36,Cash,Off-Plan,24,247672,357791,1461,False,0.52,81.2
COMP002344,2024-09-01,2024,9,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Corniche Residences,Abu Dhabi,Corniche,Villa,Affordable,3BR,49,729.26,44.1,4.3,1.05,Mortgage,Off-Plan,8,463651,2276215,1247,False,0.78,46.2
COMP002345,2024-09-01,2024,9,DEV0017,Object 1,Tier 3,Object 1 Al Nahda Heights,Sharjah,Al Nahda,Villa,Mid-Market,4BR,73,1467.96,42.4,31.0,3.5,Mortgage,Off-Plan,18,171900,465189,82,False,0.24,62.9
COMP002346,2024-09-01,2024,9,DEV0010,Ellington Properties,Tier 2,Ellington Properties JBR Residences,Dubai,JBR,Townhouse,Affordable,2BR,75,471.82,29.9,7.5,0.24,Cash,Ready,18,289193,2923611,619,False,0.85,89.2
COMP002347,2024-09-01,2024,9,DEV0004,Nakheel,Tier 1,Nakheel Al Yarmook Gardens,Sharjah,Al Yarmook,Apartment,Mid-Market,4BR,67,1878.61,72.8,7.0,3.31,Construction-Linked,Ready,14,426011,56829,173,False,-1.46,48.5
COMP002348,2024-09-01,2024,9,DEV0010,Ellington Properties,Tier 2,Ellington Properties Corniche Tower,Abu Dhabi,Corniche,Plot,Premium,2BR,34,2314.08,17.5,1.2,1.64,Mortgage,Off-Plan,9,639758,71776,610,False,0.61,93.0
COMP002349,2024-09-01,2024,9,DEV0012,Tiger Properties,Tier 2,Tiger Properties Discovery Gardens Park,Dubai,Discovery Gardens,Apartment,Premium,Studio,109,3264.2,63.3,11.5,3.74,Cash,Off-Plan,31,578482,1313,653,False,2.99,59.2
COMP002350,2024-09-01,2024,9,DEV0020,Meydan Group,Tier 1,Meydan Group JVC Gardens,Dubai,JVC,Apartment,Premium,2BR,286,3189.3,48.8,139.6,6.9,Mortgage,Ready,1,817114,22107,2005,False,0.55,57.7
COMP002351,2024-09-01,2024,9,DEV0008,Danube Properties,Tier 2,Danube Properties Al Reef Gardens,Abu Dhabi,Al Reef,Townhouse,Mid-Market,3BR,114,1838.38,40.6,11.6,4.77,Mortgage,Off-Plan,2,261467,280831,2586,False,0.67,67.8
COMP002352,2024-09-01,2024,9,DEV0008,Danube Properties,Tier 2,Danube Properties Al Shamkha Residences,Abu Dhabi,Al Shamkha,Studio,Premium,1BR,120,3150.75,70.3,7.0,4.16,Mortgage,Off-Plan,35,388320,268348,1762,False,-1.38,93.9
COMP002353,2024-09-01,2024,9,DEV0005,Meraas,Tier 1,Meraas Corniche Gardens,Abu Dhabi,Corniche,Plot,Premium,3BR,92,2841.56,21.2,2.8,5.02,Mortgage,Off-Plan,34,317664,784313,3644,False,-1.59,65.4
COMP002354,2024-09-01,2024,9,DEV0016,Samana Developers,Tier 3,Samana Developers Al Reef Heights,Abu Dhabi,Al Reef,Commercial,Mid-Market,3BR,276,1392.81,85.8,59.2,6.53,Deferred Payment,Off-Plan,7,529463,607222,1318,False,-0.34,93.3
COMP002355,2024-09-01,2024,9,DEV0005,Meraas,Tier 1,Meraas Al Qasimia Tower,Sharjah,Al Qasimia,Apartment,Mid-Market,2BR,105,1299.13,11.0,1.9,0.95,Mortgage,Ready,21,594353,1169655,980,False,0.37,81.7
COMP002356,2024-09-01,2024,9,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Nahda Heights,Sharjah,Al Nahda,Apartment,Mid-Market,1BR,122,1230.71,50.8,6.2,4.1,Cash,Off-Plan,29,300171,486285,60,False,2.45,67.2
COMP002357,2024-09-01,2024,9,DEV0020,Meydan Group,Tier 1,Meydan Group Discovery Gardens Tower,Dubai,Discovery Gardens,Apartment,Luxury,1BR,25,8588.69,86.0,21.5,5.82,Deferred Payment,Ready,34,93434,40891,372,False,0.49,53.2
COMP002358,2024-09-01,2024,9,DEV0012,Tiger Properties,Tier 2,Tiger Properties Yas Island Heights,Abu Dhabi,Yas Island,Plot,Luxury,3BR,93,4041.41,30.2,14.0,5.54,Cash,Ready,9,141950,1293811,553,False,2.2,42.7
COMP002359,2024-09-01,2024,9,DEV0014,Select Group,Tier 2,Select Group Hayat Island Heights,Ras Al Khaimah,Hayat Island,Apartment,Mid-Market,Studio,417,1829.61,49.0,204.3,6.85,Cash,Off-Plan,4,845508,69417,714,False,-0.48,64.0
COMP002360,2024-09-01,2024,9,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim JVC Gardens,Dubai,JVC,Studio,Ultra-Luxury,1BR,243,22907.06,36.1,43.9,6.32,Cash,Off-Plan,33,154306,440771,19,False,-3.53,77.0
COMP002361,2024-09-01,2024,9,DEV0016,Samana Developers,Tier 3,Samana Developers Al Jurf Tower,Ajman,Al Jurf,Townhouse,Luxury,2BR,94,5562.37,47.3,4.0,5.95,Mortgage,Off-Plan,0,390121,1418238,203,False,1.47,67.8
COMP002362,2024-09-01,2024,9,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Yas Island Heights,Abu Dhabi,Yas Island,Commercial,Luxury,1BR,60,8273.02,40.6,24.4,0.45,Mortgage,Ready,2,945924,11814,2334,False,-0.04,74.3
COMP002363,2024-09-01,2024,9,DEV0007,Azizi Developments,Tier 2,Azizi Developments Al Khan Tower,Sharjah,Al Khan,Villa,Mid-Market,1BR,21,1739.04,0.0,0.0,4.04,Cash,Ready,34,497019,693564,997,False,1.27,74.2
COMP002364,2024-09-01,2024,9,DEV0008,Danube Properties,Tier 2,Danube Properties Business Bay Residences,Dubai,Business Bay,Apartment,Mid-Market,3BR,591,1360.09,44.7,132.1,1.0,Mortgage,Ready,0,499376,411542,928,False,1.3,71.3
COMP002365,2024-09-01,2024,9,DEV0020,Meydan Group,Tier 1,Meydan Group MBR City Tower,Dubai,MBR City,Apartment,Mid-Market,Studio,87,1350.7,46.3,13.4,6.83,Mortgage,Ready,15,482422,497477,538,False,0.44,68.6
COMP002366,2024-09-01,2024,9,DEV0003,Aldar Properties,Tier 1,Aldar Properties Dubai Marina Residences,Dubai,Dubai Marina,Commercial,Affordable,2BR,45,1006.9,39.2,5.9,5.86,Post-Handover Payment Plan (PHPP),Ready,23,210253,56580,1612,False,0.55,42.8
COMP002367,2024-09-01,2024,9,DEV0017,Object 1,Tier 3,Object 1 Al Khan Park,Sharjah,Al Khan,Apartment,Mid-Market,2BR,44,1396.17,95.5,42.0,6.22,Mortgage,Off-Plan,12,268702,186009,6,False,2.2,57.7
COMP002368,2024-09-01,2024,9,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Rashidiya Gardens,Ajman,Al Rashidiya,Townhouse,Mid-Market,3BR,179,1192.72,62.6,18.7,6.84,Cash,Ready,34,827564,320617,68,False,1.35,66.3
COMP002369,2024-09-01,2024,9,DEV0017,Object 1,Tier 3,Object 1 Mina Al Arab Park,Ras Al Khaimah,Mina Al Arab,Plot,Mid-Market,Studio,178,1410.18,59.4,52.9,3.01,Mortgage,Ready,23,614124,172748,33,False,0.68,70.7
COMP002370,2024-09-01,2024,9,DEV0012,Tiger Properties,Tier 2,Tiger Properties Discovery Gardens Park,Dubai,Discovery Gardens,Apartment,Mid-Market,1BR,38,1561.07,60.1,11.4,3.84,Mortgage,Ready,14,389369,222750,266,False,1.65,51.4
COMP002371,2024-09-01,2024,9,DEV0003,Aldar Properties,Tier 1,Aldar Properties Dubai Marina Heights,Dubai,Dubai Marina,Apartment,Luxury,2BR,89,4684.69,47.6,21.2,5.23,Mortgage,Ready,33,197121,164721,184,False,1.2,87.3
COMP002372,2024-10-01,2024,10,DEV0019,Dubai Properties,Tier 1,Dubai Properties Dubai Creek Harbour Residences,Dubai,Dubai Creek Harbour,Commercial,Premium,4BR,343,3467.5,46.9,40.2,3.48,Mortgage,Off-Plan,12,254187,541826,1366,True,1.66,56.1
COMP002373,2024-10-01,2024,10,DEV0004,Nakheel,Tier 1,Nakheel Al Shamkha Heights,Abu Dhabi,Al Shamkha,Apartment,Luxury,Studio,121,8331.92,30.9,37.4,1.29,Construction-Linked,Off-Plan,27,440054,1567264,133,True,0.13,79.8
COMP002374,2024-10-01,2024,10,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Taawun Tower,Sharjah,Al Taawun,Apartment,Mid-Market,2BR,85,1918.88,55.5,23.6,6.18,Cash,Ready,33,1178504,496363,1898,True,-1.26,89.0
